Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2026-02-17 12:00:00+07:00,32.0,32.25,31.75,32.0,14086357,0.0,0.0,KTB.BK
2026-02-17 13:00:00+07:00,32.25,32.25,32.0,32.25,1573093,0.0,0.0,KTB.BK
2026-02-17 14:00:00+07:00,32.25,32.25,32.0,32.25,9394359,0.0,0.0,KTB.BK
2026-02-17 15:00:00+07:00,32.25,32.5,32.0,32.5,15875134,0.0,0.0,KTB.BK
2026-02-17 16:00:00+07:00,32.5,32.5,32.25,32.5,9670321,0.0,0.0,KTB.BK
2026-02-18 10:00:00+07:00,167.0,167.5,166.5,167.5,0,0.0,0.0,BBL.BK
2026-02-18 11:00:00+07:00,167.0,167.5,166.5,167.5,1026978,0.0,0.0,BBL.BK
2026-02-18 12:00:00+07:00,167.5,167.5,167.0,167.0,221012,0.0,0.0,BBL.BK
2026-02-18 13:00:00+07:00,167.5,167.5,167.0,167.5,112400,0.0,0.0,BBL.BK
2026-02-18 14:00:00+07:00,167.5,168.0,167.0,168.0,1187805,0.0,0.0,BBL.BK
2026-02-18 15:00:00+07:00,167.5,168.0,167.5,168.0,447321,0.0,0.0,BBL.BK
2026-02-18 16:00:00+07:00,167.5,168.0,167.5,167.5,1330096,0.0,0.0,BBL.BK
2026-02-18 10:00:00+07:00,146.5,146.5,145.5,145.5,0,0.0,0.0,SCB.BK
2026-02-18 11:00:00+07:00,145.5,147.0,145.5,146.5,2488855,0.0,0.0,SCB.BK
2026-02-18 12:00:00+07:00,146.5,147.0,146.5,146.5,1035855,0.0,0.0,SCB.BK
2026-02-18 13:00:00+07:00,146.5,147.0,146.5,147.0,1001300,0.0,0.0,SCB.BK
2026-02-18 14:00:00+07:00,146.5,146.5,146.0,146.0,1577920,0.0,0.0,SCB.BK
2026-02-18 15:00:00+07:00,146.0,146.5,146.0,146.0,698990,0.0,0.0,SCB.BK
2026-02-18 16:00:00+07:00,146.0,147.0,146.0,146.5,3326329,0.0,0.0,SCB.BK
2026-02-18 10:00:00+07:00,32.5,32.5,32.0,32.25,0,0.0,0.0,KTB.BK
2026-02-18 11:00:00+07:00,32.25,32.5,32.0,32.5,7691214,0.0,0.0,KTB.BK
2026-02-18 12:00:00+07:00,32.5,32.5,32.25,32.5,1573353,0.0,0.0,KTB.BK
2026-02-18 13:00:00+07:00,32.5,32.5,32.25,32.5,261100,0.0,0.0,KTB.BK
2026-02-18 14:00:00+07:00,32.5,32.5,32.25,32.5,8137546,0.0,0.0,KTB.BK
2026-02-18 15:00:00+07:00,32.5,32.75,32.25,32.75,13298784,0.0,0.0,KTB.BK
2026-02-18 16:00:00+07:00,32.5,32.75,32.5,32.75,2030525,0.0,0.0,KTB.BK
2026-02-19 10:00:00+07:00,168.5,169.0,167.5,168.5,0,0.0,0.0,BBL.BK
2026-02-19 11:00:00+07:00,168.0,168.5,167.5,167.5,2691629,0.0,0.0,BBL.BK
2026-02-19 12:00:00+07:00,167.5,168.0,167.5,168.0,276779,0.0,0.0,BBL.BK
2026-02-19 13:00:00+07:00,168.0,168.5,168.0,168.5,739075,0.0,0.0,BBL.BK
2026-02-19 14:00:00+07:00,168.0,170.0,168.0,170.0,5547610,0.0,0.0,BBL.BK
2026-02-19 15:00:00+07:00,169.5,170.5,169.5,169.5,3419588,0.0,0.0,BBL.BK
2026-02-19 16:00:00+07:00,169.5,170.5,169.5,170.5,1102276,0.0,0.0,BBL.BK
2026-02-19 10:00:00+07:00,147.0,147.5,146.5,147.0,0,0.0,0.0,SCB.BK
2026-02-19 11:00:00+07:00,147.0,147.0,146.5,147.0,4628190,0.0,0.0,SCB.BK
2026-02-19 12:00:00+07:00,146.5,147.0,146.5,146.5,264723,0.0,0.0,SCB.BK
2026-02-19 13:00:00+07:00,148.5,149.0,148.5,149.0,3738719,0.0,0.0,SCB.BK
2026-02-19 14:00:00+07:00,149.0,149.5,148.0,149.5,10100259,0.0,0.0,SCB.BK
2026-02-19 15:00:00+07:00,149.0,149.5,148.5,148.5,3043826,0.0,0.0,SCB.BK
2026-02-19 16:00:00+07:00,149.0,149.0,148.5,149.0,961185,0.0,0.0,SCB.BK
2026-02-19 10:00:00+07:00,32.5,33.0,32.25,32.75,0,0.0,0.0,KTB.BK
2026-02-19 11:00:00+07:00,32.75,32.75,32.5,32.75,1763861,0.0,0.0,KTB.BK
2026-02-19 12:00:00+07:00,32.5,32.75,32.5,32.75,2558026,0.0,0.0,KTB.BK
2026-02-19 13:00:00+07:00,32.75,32.75,32.5,32.75,1495601,0.0,0.0,KTB.BK
2026-02-19 14:00:00+07:00,32.75,33.0,32.5,33.0,7849617,0.0,0.0,KTB.BK
2026-02-19 15:00:00+07:00,32.75,33.0,32.75,33.0,3048217,0.0,0.0,KTB.BK
2026-02-19 16:00:00+07:00,33.0,33.0,32.75,32.75,1738221,0.0,0.0,KTB.BK
2026-02-20 10:00:00+07:00,172.0,173.0,171.0,171.0,0,0.0,0.0,BBL.BK
2026-02-20 11:00:00+07:00,171.0,173.5,171.0,173.0,7058109,0.0,0.0,BBL.BK
2026-02-20 12:00:00+07:00,173.5,174.5,173.0,174.0,3261179,0.0,0.0,BBL.BK
2026-02-20 13:00:00+07:00,174.0,174.5,174.0,174.0,340500,0.0,0.0,BBL.BK
2026-02-20 14:00:00+07:00,174.5,177.5,174.0,176.0,11283287,0.0,0.0,BBL.BK
2026-02-20 15:00:00+07:00,176.0,177.0,176.0,176.0,4836876,0.0,0.0,BBL.BK
2026-02-20 16:00:00+07:00,176.0,177.0,176.0,176.5,1694045,0.0,0.0,BBL.BK
2026-02-20 10:00:00+07:00,148.5,149.0,147.5,147.5,0,0.0,0.0,SCB.BK
2026-02-20 11:00:00+07:00,147.5,148.5,147.5,148.5,1907901,0.0,0.0,SCB.BK
2026-02-20 12:00:00+07:00,148.5,148.5,148.0,148.0,389190,0.0,0.0,SCB.BK
2026-02-20 13:00:00+07:00,148.0,148.5,147.5,147.5,2282866,0.0,0.0,SCB.BK
2026-02-20 14:00:00+07:00,148.0,148.5,147.5,148.5,4868736,0.0,0.0,SCB.BK
2026-02-20 15:00:00+07:00,148.0,148.5,148.0,148.5,662118,0.0,0.0,SCB.BK
2026-02-20 16:00:00+07:00,148.5,148.5,148.0,148.5,1198468,0.0,0.0,SCB.BK
2026-02-20 10:00:00+07:00,33.0,33.5,32.75,33.0,0,0.0,0.0,KTB.BK
2026-02-20 11:00:00+07:00,33.25,33.25,33.0,33.25,18410494,0.0,0.0,KTB.BK
2026-02-20 12:00:00+07:00,33.25,33.5,33.0,33.25,4999392,0.0,0.0,KTB.BK
2026-02-20 13:00:00+07:00,33.0,33.25,33.0,33.25,337393,0.0,0.0,KTB.BK
2026-02-20 14:00:00+07:00,33.0,33.5,33.0,33.25,18818634,0.0,0.0,KTB.BK
2026-02-20 15:00:00+07:00,33.25,34.0,33.25,33.75,22886134,0.0,0.0,KTB.BK
2026-02-20 16:00:00+07:00,33.75,34.0,33.75,33.75,1140437,0.0,0.0,KTB.BK
2026-02-23 10:00:00+07:00,178.0,178.0,176.0,176.5,0,0.0,0.0,BBL.BK
2026-02-23 11:00:00+07:00,176.0,176.5,175.0,175.5,1405673,0.0,0.0,BBL.BK
2026-02-23 12:00:00+07:00,176.0,177.0,175.5,177.0,1694373,0.0,0.0,BBL.BK
2026-02-23 13:00:00+07:00,176.5,177.0,176.0,176.5,605516,0.0,0.0,BBL.BK
2026-02-23 14:00:00+07:00,177.0,177.0,176.0,176.5,3238422,0.0,0.0,BBL.BK
2026-02-23 15:00:00+07:00,176.5,177.0,174.0,175.0,5047468,0.0,0.0,BBL.BK
2026-02-23 16:00:00+07:00,174.5,175.0,174.5,175.0,791343,0.0,0.0,BBL.BK
2026-02-23 10:00:00+07:00,148.5,149.0,147.5,148.0,0,0.0,0.0,SCB.BK
2026-02-23 11:00:00+07:00,148.0,148.0,147.5,148.0,1288480,0.0,0.0,SCB.BK
2026-02-23 12:00:00+07:00,148.0,148.5,147.5,148.0,821715,0.0,0.0,SCB.BK
2026-02-23 13:00:00+07:00,148.0,148.0,148.0,148.0,413515,0.0,0.0,SCB.BK
2026-02-23 14:00:00+07:00,148.0,148.0,147.5,147.5,978102,0.0,0.0,SCB.BK
2026-02-23 15:00:00+07:00,147.5,148.0,146.0,147.0,6142667,0.0,0.0,SCB.BK
2026-02-23 16:00:00+07:00,146.5,147.0,146.5,147.0,1052082,0.0,0.0,SCB.BK
2026-02-23 10:00:00+07:00,34.0,34.25,33.5,33.75,0,0.0,0.0,KTB.BK
2026-02-23 11:00:00+07:00,34.0,34.0,33.75,33.75,2211969,0.0,0.0,KTB.BK
2026-02-23 12:00:00+07:00,33.75,34.0,33.75,34.0,938988,0.0,0.0,KTB.BK
2026-02-23 13:00:00+07:00,34.0,34.0,33.75,33.75,1207836,0.0,0.0,KTB.BK
2026-02-23 14:00:00+07:00,33.75,34.0,33.5,33.5,13633815,0.0,0.0,KTB.BK
2026-02-23 15:00:00+07:00,33.5,33.75,33.0,33.25,21594685,0.0,0.0,KTB.BK
2026-02-23 16:00:00+07:00,33.5,33.5,33.25,33.25,991916,0.0,0.0,KTB.BK
2026-02-24 10:00:00+07:00,175.0,175.0,172.0,172.5,0,0.0,0.0,BBL.BK
2026-02-24 11:00:00+07:00,172.0,173.5,172.0,173.0,984386,0.0,0.0,BBL.BK
2026-02-24 12:00:00+07:00,173.0,174.0,172.5,174.0,496110,0.0,0.0,BBL.BK
2026-02-24 13:00:00+07:00,174.0,174.0,173.5,174.0,30304,0.0,0.0,BBL.BK
2026-02-24 14:00:00+07:00,174.0,174.5,173.5,174.5,1331165,0.0,0.0,BBL.BK
2026-02-24 15:00:00+07:00,174.0,174.5,173.5,173.5,887792,0.0,0.0,BBL.BK
2026-02-24 16:00:00+07:00,174.0,174.0,173.5,174.0,707816,0.0,0.0,BBL.BK
2026-02-24 10:00:00+07:00,147.0,147.0,146.0,146.0,0,0.0,0.0,SCB.BK
2026-02-24 11:00:00+07:00,146.5,147.0,146.0,146.5,1557720,0.0,0.0,SCB.BK
2026-02-24 12:00:00+07:00,146.5,147.0,146.0,147.0,582040,0.0,0.0,SCB.BK
2026-02-24 13:00:00+07:00,147.0,147.0,146.5,147.0,499712,0.0,0.0,SCB.BK
2026-02-24 14:00:00+07:00,147.0,147.5,147.0,147.0,759716,0.0,0.0,SCB.BK
2026-02-24 15:00:00+07:00,147.5,148.0,146.5,147.0,2187678,0.0,0.0,SCB.BK
2026-02-24 16:00:00+07:00,147.0,148.0,147.0,147.5,1028214,0.0,0.0,SCB.BK
2026-02-24 10:00:00+07:00,33.25,33.5,32.75,33.0,0,0.0,0.0,KTB.BK
2026-02-24 11:00:00+07:00,33.0,33.0,32.75,32.75,3860371,0.0,0.0,KTB.BK
2026-02-24 12:00:00+07:00,32.75,33.25,32.75,33.25,7701378,0.0,0.0,KTB.BK
2026-02-24 13:00:00+07:00,33.25,33.25,33.0,33.25,944900,0.0,0.0,KTB.BK
2026-02-24 14:00:00+07:00,33.25,33.5,33.0,33.25,19080324,0.0,0.0,KTB.BK
2026-02-24 15:00:00+07:00,33.25,33.5,33.0,33.25,8023384,0.0,0.0,KTB.BK
2026-02-24 16:00:00+07:00,33.25,33.75,33.25,33.5,8859292,0.0,0.0,KTB.BK
2026-02-25 10:00:00+07:00,176.0,176.5,173.5,174.0,0,0.0,0.0,BBL.BK
2026-02-25 11:00:00+07:00,174.0,175.5,173.5,175.0,3925981,0.0,0.0,BBL.BK
2026-02-25 12:00:00+07:00,175.0,175.0,174.5,175.0,60791,0.0,0.0,BBL.BK
2026-02-25 13:00:00+07:00,175.0,175.0,175.0,175.0,119421,0.0,0.0,BBL.BK
2026-02-25 14:00:00+07:00,174.5,175.0,170.5,171.0,9673438,0.0,0.0,BBL.BK
2026-02-25 15:00:00+07:00,171.5,172.5,171.0,172.0,3357375,0.0,0.0,BBL.BK
2026-02-25 16:00:00+07:00,172.0,172.0,171.5,172.0,465305,0.0,0.0,BBL.BK
2026-02-25 10:00:00+07:00,148.0,148.5,147.5,148.0,0,0.0,0.0,SCB.BK
2026-02-25 11:00:00+07:00,148.0,148.0,147.5,148.0,595334,0.0,0.0,SCB.BK
2026-02-25 12:00:00+07:00,148.0,148.0,147.5,148.0,380779,0.0,0.0,SCB.BK
2026-02-25 13:00:00+07:00,148.0,148.5,148.0,148.5,798651,0.0,0.0,SCB.BK
2026-02-25 14:00:00+07:00,148.5,148.5,146.0,146.5,6821555,0.0,0.0,SCB.BK
2026-02-25 15:00:00+07:00,146.5,147.0,146.5,147.0,985490,0.0,0.0,SCB.BK
2026-02-25 16:00:00+07:00,147.0,147.0,146.5,147.0,709788,0.0,0.0,SCB.BK
2026-02-25 10:00:00+07:00,33.75,34.25,33.5,34.0,0,0.0,0.0,KTB.BK
2026-02-25 11:00:00+07:00,34.0,34.25,33.75,34.25,5755208,0.0,0.0,KTB.BK
2026-02-25 12:00:00+07:00,34.25,34.25,34.0,34.25,908895,0.0,0.0,KTB.BK
2026-02-25 13:00:00+07:00,34.25,34.25,34.0,34.25,535770,0.0,0.0,KTB.BK
2026-02-25 14:00:00+07:00,34.0,34.25,33.25,33.25,20002234,0.0,0.0,KTB.BK
2026-02-25 15:00:00+07:00,33.25,34.0,33.25,33.75,21804637,0.0,0.0,KTB.BK
2026-02-25 16:00:00+07:00,33.75,33.75,33.5,33.5,835839,0.0,0.0,KTB.BK
2026-02-26 10:00:00+07:00,174.0,177.5,174.0,175.5,0,0.0,0.0,BBL.BK
2026-02-26 11:00:00+07:00,175.5,177.0,175.5,177.0,2530722,0.0,0.0,BBL.BK
2026-02-26 12:00:00+07:00,176.5,177.0,176.0,176.5,884534,0.0,0.0,BBL.BK
2026-02-26 13:00:00+07:00,176.5,176.5,175.5,175.5,580110,0.0,0.0,BBL.BK
2026-02-26 14:00:00+07:00,175.5,176.0,175.0,176.0,1096059,0.0,0.0,BBL.BK
2026-02-26 15:00:00+07:00,175.5,176.0,175.0,175.5,1490427,0.0,0.0,BBL.BK
2026-02-26 16:00:00+07:00,175.0,177.0,175.0,177.0,2756846,0.0,0.0,BBL.BK
2026-02-26 10:00:00+07:00,147.5,148.5,147.0,148.0,0,0.0,0.0,SCB.BK
2026-02-26 11:00:00+07:00,148.5,148.5,148.0,148.0,607606,0.0,0.0,SCB.BK
2026-02-26 12:00:00+07:00,148.5,148.5,148.0,148.5,463855,0.0,0.0,SCB.BK
2026-02-26 13:00:00+07:00,148.0,148.5,147.5,147.5,1016152,0.0,0.0,SCB.BK
2026-02-26 14:00:00+07:00,147.5,148.5,147.5,148.0,1321400,0.0,0.0,SCB.BK
2026-02-26 15:00:00+07:00,147.5,148.0,147.5,148.0,440262,0.0,0.0,SCB.BK
2026-02-26 16:00:00+07:00,147.5,148.5,147.5,148.5,1635588,0.0,0.0,SCB.BK
2026-02-26 10:00:00+07:00,34.75,35.5,34.75,35.25,0,0.0,0.0,KTB.BK
2026-02-26 11:00:00+07:00,35.0,35.5,34.75,34.75,28768435,0.0,0.0,KTB.BK
2026-02-26 12:00:00+07:00,35.0,35.25,34.75,35.25,8727600,0.0,0.0,KTB.BK
2026-02-26 13:00:00+07:00,35.0,35.0,34.75,35.0,5555530,0.0,0.0,KTB.BK
2026-02-26 14:00:00+07:00,35.0,35.0,34.5,35.0,33121452,0.0,0.0,KTB.BK
2026-02-26 15:00:00+07:00,35.0,35.0,34.75,34.75,3641024,0.0,0.0,KTB.BK
2026-02-26 16:00:00+07:00,34.75,35.0,34.75,35.0,10009650,0.0,0.0,KTB.BK
2026-02-27 10:00:00+07:00,180.0,180.5,177.0,179.5,0,0.0,0.0,BBL.BK
2026-02-27 11:00:00+07:00,179.5,181.0,179.5,180.0,4538611,0.0,0.0,BBL.BK
2026-02-27 12:00:00+07:00,180.0,181.0,179.0,179.5,2636427,0.0,0.0,BBL.BK
2026-02-27 13:00:00+07:00,179.5,179.5,179.5,179.5,1241601,0.0,0.0,BBL.BK
2026-02-27 14:00:00+07:00,179.5,180.0,178.0,178.0,3189714,0.0,0.0,BBL.BK
2026-02-27 15:00:00+07:00,178.5,178.5,177.0,178.0,3372959,0.0,0.0,BBL.BK
2026-02-27 16:00:00+07:00,177.5,178.0,176.5,177.0,2183573,0.0,0.0,BBL.BK
2026-02-27 10:00:00+07:00,148.0,149.0,147.5,148.5,0,0.0,0.0,SCB.BK
2026-02-27 11:00:00+07:00,148.5,149.0,148.5,148.5,887915,0.0,0.0,SCB.BK
2026-02-27 12:00:00+07:00,149.0,149.0,148.0,149.0,2514679,0.0,0.0,SCB.BK
2026-02-27 13:00:00+07:00,149.0,149.0,148.5,149.0,200033,0.0,0.0,SCB.BK
2026-02-27 14:00:00+07:00,149.0,149.0,148.0,148.5,1153530,0.0,0.0,SCB.BK
2026-02-27 15:00:00+07:00,148.0,148.5,148.0,148.5,849678,0.0,0.0,SCB.BK
2026-02-27 16:00:00+07:00,148.5,148.5,148.0,148.5,702624,0.0,0.0,SCB.BK
2026-02-27 10:00:00+07:00,34.75,35.25,34.5,34.75,0,0.0,0.0,KTB.BK
2026-02-27 11:00:00+07:00,34.75,35.0,34.75,35.0,12836181,0.0,0.0,KTB.BK
2026-02-27 12:00:00+07:00,35.0,35.0,34.5,34.75,23982064,0.0,0.0,KTB.BK
2026-02-27 13:00:00+07:00,34.75,34.75,34.5,34.75,1386601,0.0,0.0,KTB.BK
2026-02-27 14:00:00+07:00,34.75,34.75,34.25,34.5,28117404,0.0,0.0,KTB.BK
2026-02-27 15:00:00+07:00,34.5,34.5,34.0,34.5,12137540,0.0,0.0,KTB.BK
2026-02-27 16:00:00+07:00,34.25,34.5,34.25,34.25,3614201,0.0,0.0,KTB.BK
2026-03-02 10:00:00+07:00,174.5,176.0,174.0,175.5,0,0.0,0.0,BBL.BK
2026-03-02 11:00:00+07:00,175.5,175.5,174.0,175.5,3161419,0.0,0.0,BBL.BK
2026-03-02 12:00:00+07:00,175.0,175.5,175.0,175.0,214915,0.0,0.0,BBL.BK
2026-03-02 13:00:00+07:00,174.5,175.0,174.0,174.0,628200,0.0,0.0,BBL.BK
2026-03-02 14:00:00+07:00,174.5,175.0,174.0,174.5,3317740,0.0,0.0,BBL.BK
2026-03-02 15:00:00+07:00,174.0,175.0,173.5,174.0,2907177,0.0,0.0,BBL.BK
2026-03-02 16:00:00+07:00,174.0,174.5,173.5,174.0,1436061,0.0,0.0,BBL.BK
2026-03-02 10:00:00+07:00,146.5,147.5,146.0,147.5,0,0.0,0.0,SCB.BK
2026-03-02 11:00:00+07:00,147.0,147.5,146.5,147.0,2779157,0.0,0.0,SCB.BK
2026-03-02 12:00:00+07:00,147.0,147.0,146.5,146.5,294183,0.0,0.0,SCB.BK
2026-03-02 13:00:00+07:00,147.0,147.0,146.5,146.5,89600,0.0,0.0,SCB.BK
2026-03-02 14:00:00+07:00,147.0,147.0,146.5,147.0,1091456,0.0,0.0,SCB.BK
2026-03-02 15:00:00+07:00,147.0,147.0,146.0,146.0,2339091,0.0,0.0,SCB.BK
2026-03-02 16:00:00+07:00,146.0,146.5,146.0,146.5,877191,0.0,0.0,SCB.BK
2026-03-02 10:00:00+07:00,33.75,34.25,33.5,33.75,0,0.0,0.0,KTB.BK
2026-03-02 11:00:00+07:00,34.0,34.0,33.75,33.75,4196253,0.0,0.0,KTB.BK
2026-03-02 12:00:00+07:00,34.0,34.0,33.75,33.75,1552454,0.0,0.0,KTB.BK
2026-03-02 13:00:00+07:00,33.75,34.0,33.5,33.75,5325157,0.0,0.0,KTB.BK
